Side,Pad Name,IO Guide,IO Order,RDL Routing Order,Bump Name,Bump Row,Bump Col,Packaging Bump Name,Net Name,Bump Center X (Relative to LL Corner) (um),Bump Center Y (Relative to LL Corner) (um),Bump Center X (Relative to Die Center) (um),Bump Center Y (Relative to Die Center) (um)
left,pad_DL5_0_o,DL5,0,0,DL5_0_o,0,2,DL5_0_o,p_pad_DL5_0_o,565.0,311.0,-4935.0,-4189.0
left,pad_DL5_V18_0,DL5,1,-,DL5_V18_0,0,0,V18,VDDIO,283.0,311.0,-5217.0,-4189.0
left,pad_DL5_1_o,DL5,2,1,DL5_1_o,0,4,DL5_1_o,p_pad_DL5_1_o,847.0,311.0,-4653.0,-4189.0
left,pad_DL5_0_i,DL5,3,2,DL5_0_i,0,6,DL5_0_i,p_pad_DL5_0_i,1129.0,311.0,-4371.0,-4189.0
left,pad_DL5_1_i,DL5,4,3,DL5_1_i,0,8,DL5_1_i,p_pad_DL5_1_i,1411.0,311.0,-4089.0,-4189.0
left,pad_DL5_3_o,DL5,5,4,DL5_3_o,1,3,DL5_3_o,p_pad_DL5_3_o,706.0,453.0,-4794.0,-4047.0
left,pad_DL5_VZZ_0,DL5,6,-,DL5_VZZ_0,1,1,VSS,VSSIO,424.0,453.0,-5076.0,-4047.0
left,pad_DL5_2_o,DL5,7,5,DL5_2_o,1,5,DL5_2_o,p_pad_DL5_2_o,988.0,453.0,-4512.0,-4047.0
left,pad_DL5_2_i,DL5,8,6,DL5_2_i,1,7,DL5_2_i,p_pad_DL5_2_i,1270.0,453.0,-4230.0,-4047.0
left,pad_DL5_4_o,DL5,9,7,DL5_4_o,2,2,DL5_4_o,p_pad_DL5_4_o,565.0,595.0,-4935.0,-3905.0
left,pad_DL5_V18_1,DL5,10,-,DL5_V18_1,2,0,V18,VDDIO,283.0,595.0,-5217.0,-3905.0
left,pad_DL5_5_o,DL5,11,8,DL5_5_o,2,4,DL5_5_o,p_pad_DL5_5_o,847.0,595.0,-4653.0,-3905.0
left,pad_DL5_3_i,DL5,12,9,DL5_3_i,2,6,DL5_3_i,p_pad_DL5_3_i,1129.0,595.0,-4371.0,-3905.0
left,pad_DL5_4_i,DL5,13,10,DL5_4_i,2,8,DL5_4_i,p_pad_DL5_4_i,1411.0,595.0,-4089.0,-3905.0
left,pad_DL5_7_o,DL5,14,11,DL5_7_o,3,3,DL5_7_o,p_pad_DL5_7_o,706.0,737.0,-4794.0,-3763.0
left,pad_DL5_VZZ_1,DL5,15,-,DL5_VZZ_1,3,1,VSS,VSSIO,424.0,737.0,-5076.0,-3763.0
left,pad_DL5_6_o,DL5,16,12,DL5_6_o,3,5,DL5_6_o,p_pad_DL5_6_o,988.0,737.0,-4512.0,-3763.0
left,pad_DL5_6_i,DL5,17,13,DL5_6_i,3,7,DL5_6_i,p_pad_DL5_6_i,1270.0,737.0,-4230.0,-3763.0
left,pad_DL5_5_i,DL5,18,14,DL5_5_i,3,9,DL5_5_i,p_pad_DL5_5_i,1552.0,737.0,-3948.0,-3763.0
left,pad_DL5_9_o,DL5,19,15,DL5_9_o,4,2,DL5_9_o,p_pad_DL5_9_o,565.0,879.0,-4935.0,-3621.0
left,pad_DL5_V18_2,DL5,20,-,DL5_V18_2,4,0,V18,VDDIO,283.0,879.0,-5217.0,-3621.0
left,pad_DL5_8_o,DL5,21,16,DL5_8_o,4,4,DL5_8_o,p_pad_DL5_8_o,847.0,879.0,-4653.0,-3621.0
left,pad_DL5_7_i,DL5,22,17,DL5_7_i,4,6,DL5_7_i,p_pad_DL5_7_i,1129.0,879.0,-4371.0,-3621.0
left,pad_DL5_8_i,DL5,23,18,DL5_8_i,4,8,DL5_8_i,p_pad_DL5_8_i,1411.0,879.0,-4089.0,-3621.0
left,pad_DL5_tkn_o,DL5,24,19,DL5_tkn_o,5,3,DL5_tkn_o,p_pad_DL5_tkn_o,706.0,1021.0,-4794.0,-3479.0
left,pad_DL5_VZZ_2,DL5,25,-,DL5_VZZ_2,5,1,VSS,VSSIO,424.0,1021.0,-5076.0,-3479.0
left,pad_DL5_10_o,DL5,26,20,DL5_10_o,5,5,DL5_10_o,p_pad_DL5_10_o,988.0,1021.0,-4512.0,-3479.0
left,pad_DL5_9_i,DL5,27,21,DL5_9_i,5,7,DL5_9_i,p_pad_DL5_9_i,1270.0,1021.0,-4230.0,-3479.0
left,pad_DL5_clk_o,DL5,28,22,DL5_clk_o,6,2,DL5_clk_o,p_pad_DL5_clk_o,565.0,1163.0,-4935.0,-3337.0
left,pad_DL5_V18_3,DL5,29,-,DL5_V18_3,6,0,V18,VDDIO,283.0,1163.0,-5217.0,-3337.0
left,pad_DL5_VSS_stable_0,DL5,30,23,DL5_VSS_stable_0,6,4,VSS_stable,VSS_stable,847.0,1163.0,-4653.0,-3337.0
left,pad_DL5_clk_i,DL5,31,24,DL5_clk_i,6,6,DL5_clk_i,p_pad_DL5_clk_i,1129.0,1163.0,-4371.0,-3337.0
left,pad_DL5_VDD_stable_0,DL5,32,25,DL5_VDD_stable_0,6,8,VDD_stable,VDD_stable,1411.0,1163.0,-4089.0,-3337.0
left,pad_DL5_VZZ_3,DL5,33,-,DL5_VZZ_3,7,1,VSS,VSSIO,424.0,1305.0,-5076.0,-3195.0
left,pad_DL5_VSS_stable_1,DL5,34,26,DL5_VSS_stable_1,7,3,VSS_stable,VSS_stable,706.0,1305.0,-4794.0,-3195.0
left,pad_DL5_tkn_i,DL5,35,27,DL5_tkn_i,7,5,DL5_tkn_i,p_pad_DL5_tkn_i,988.0,1305.0,-4512.0,-3195.0
left,pad_DL5_VSS_stable_2,DL5,36,28,DL5_VSS_stable_2,7,7,VSS_stable,VSS_stable,1270.0,1305.0,-4230.0,-3195.0
left,pad_DL5_v_o,DL5,37,29,DL5_v_o,8,2,DL5_v_o,p_pad_DL5_v_o,565.0,1447.0,-4935.0,-3053.0
left,pad_DL5_V18_4,DL5,38,-,DL5_V18_4,8,0,V18,VDDIO,283.0,1447.0,-5217.0,-3053.0
left,pad_DL5_11_o,DL5,39,30,DL5_11_o,8,4,DL5_11_o,p_pad_DL5_11_o,847.0,1447.0,-4653.0,-3053.0
left,pad_DL5_v_i,DL5,40,31,DL5_v_i,8,6,DL5_v_i,p_pad_DL5_v_i,1129.0,1447.0,-4371.0,-3053.0
left,pad_DL5_extra_i,DL5,41,32,DL5_extra_i,8,8,DL5_extra_i,p_pad_DL5_extra_i,1411.0,1447.0,-4089.0,-3053.0
left,pad_DL5_12_o,DL5,42,33,DL5_12_o,9,3,DL5_12_o,p_pad_DL5_12_o,706.0,1589.0,-4794.0,-2911.0
left,pad_DL5_VZZ_4,DL5,43,-,DL5_VZZ_4,9,1,VSS,VSSIO,424.0,1589.0,-5076.0,-2911.0
left,pad_DL5_12_i,DL5,44,34,DL5_12_i,9,5,DL5_12_i,p_pad_DL5_12_i,988.0,1589.0,-4512.0,-2911.0
left,pad_DL5_11_i,DL5,45,35,DL5_11_i,9,7,DL5_11_i,p_pad_DL5_11_i,1270.0,1589.0,-4230.0,-2911.0
left,pad_DL5_10_i,DL5,46,36,DL5_10_i,9,9,DL5_10_i,p_pad_DL5_10_i,1552.0,1589.0,-3948.0,-2911.0
left,pad_DL5_13_o,DL5,47,37,DL5_13_o,10,2,DL5_13_o,p_pad_DL5_13_o,565.0,1731.0,-4935.0,-2769.0
left,pad_DL5_V18_5,DL5,48,-,DL5_V18_5,10,0,V18,VDDIO,283.0,1731.0,-5217.0,-2769.0
left,pad_DL5_14_o,DL5,49,38,DL5_14_o,10,4,DL5_14_o,p_pad_DL5_14_o,847.0,1731.0,-4653.0,-2769.0
left,pad_DL5_13_i,DL5,50,39,DL5_13_i,10,6,DL5_13_i,p_pad_DL5_13_i,1129.0,1731.0,-4371.0,-2769.0
left,pad_DL5_14_i,DL5,51,40,DL5_14_i,10,8,DL5_14_i,p_pad_DL5_14_i,1411.0,1731.0,-4089.0,-2769.0
left,pad_DL5_15_o,DL5,52,41,DL5_15_o,11,3,DL5_15_o,p_pad_DL5_15_o,706.0,1873.0,-4794.0,-2627.0
left,pad_DL5_VZZ_5,DL5,53,-,DL5_VZZ_5,11,1,VSS,VSSIO,424.0,1873.0,-5076.0,-2627.0
left,pad_DL5_extra_o,DL5,54,42,DL5_extra_o,11,5,DL5_extra_o,p_pad_DL5_extra_o,988.0,1873.0,-4512.0,-2627.0
left,pad_DL5_15_i,DL5,55,43,DL5_15_i,11,7,DL5_15_i,p_pad_DL5_15_i,1270.0,1873.0,-4230.0,-2627.0
left,pad_DL4_0_o,DL4,0,0,DL4_0_o,12,2,DL4_0_o,p_pad_DL4_0_o,565.0,2015.0,-4935.0,-2485.0
left,pad_DL4_V18_0,DL4,1,-,DL4_V18_0,12,0,V18,VDDIO,283.0,2015.0,-5217.0,-2485.0
left,pad_DL4_1_o,DL4,2,1,DL4_1_o,12,4,DL4_1_o,p_pad_DL4_1_o,847.0,2015.0,-4653.0,-2485.0
left,pad_DL4_0_i,DL4,3,2,DL4_0_i,12,6,DL4_0_i,p_pad_DL4_0_i,1129.0,2015.0,-4371.0,-2485.0
left,pad_DL4_1_i,DL4,4,3,DL4_1_i,12,8,DL4_1_i,p_pad_DL4_1_i,1411.0,2015.0,-4089.0,-2485.0
left,pad_DL4_3_o,DL4,5,4,DL4_3_o,13,3,DL4_3_o,p_pad_DL4_3_o,706.0,2157.0,-4794.0,-2343.0
left,pad_DL4_VZZ_0,DL4,6,-,DL4_VZZ_0,13,1,VSS,VSSIO,424.0,2157.0,-5076.0,-2343.0
left,pad_DL4_2_o,DL4,7,5,DL4_2_o,13,5,DL4_2_o,p_pad_DL4_2_o,988.0,2157.0,-4512.0,-2343.0
left,pad_DL4_2_i,DL4,8,6,DL4_2_i,13,7,DL4_2_i,p_pad_DL4_2_i,1270.0,2157.0,-4230.0,-2343.0
left,pad_DL4_4_o,DL4,9,7,DL4_4_o,14,2,DL4_4_o,p_pad_DL4_4_o,565.0,2299.0,-4935.0,-2201.0
left,pad_DL4_V18_1,DL4,10,-,DL4_V18_1,14,0,V18,VDDIO,283.0,2299.0,-5217.0,-2201.0
left,pad_DL4_5_o,DL4,11,8,DL4_5_o,14,4,DL4_5_o,p_pad_DL4_5_o,847.0,2299.0,-4653.0,-2201.0
left,pad_DL4_3_i,DL4,12,9,DL4_3_i,14,6,DL4_3_i,p_pad_DL4_3_i,1129.0,2299.0,-4371.0,-2201.0
left,pad_DL4_4_i,DL4,13,10,DL4_4_i,14,8,DL4_4_i,p_pad_DL4_4_i,1411.0,2299.0,-4089.0,-2201.0
left,pad_DL4_7_o,DL4,14,11,DL4_7_o,15,3,DL4_7_o,p_pad_DL4_7_o,706.0,2441.0,-4794.0,-2059.0
left,pad_DL4_VZZ_1,DL4,15,-,DL4_VZZ_1,15,1,VSS,VSSIO,424.0,2441.0,-5076.0,-2059.0
left,pad_DL4_6_o,DL4,16,12,DL4_6_o,15,5,DL4_6_o,p_pad_DL4_6_o,988.0,2441.0,-4512.0,-2059.0
left,pad_DL4_6_i,DL4,17,13,DL4_6_i,15,7,DL4_6_i,p_pad_DL4_6_i,1270.0,2441.0,-4230.0,-2059.0
left,pad_DL4_5_i,DL4,18,14,DL4_5_i,15,9,DL4_5_i,p_pad_DL4_5_i,1552.0,2441.0,-3948.0,-2059.0
left,pad_DL4_9_o,DL4,19,15,DL4_9_o,16,2,DL4_9_o,p_pad_DL4_9_o,565.0,2583.0,-4935.0,-1917.0
left,pad_DL4_V18_2,DL4,20,-,DL4_V18_2,16,0,V18,VDDIO,283.0,2583.0,-5217.0,-1917.0
left,pad_DL4_8_o,DL4,21,16,DL4_8_o,16,4,DL4_8_o,p_pad_DL4_8_o,847.0,2583.0,-4653.0,-1917.0
left,pad_DL4_7_i,DL4,22,17,DL4_7_i,16,6,DL4_7_i,p_pad_DL4_7_i,1129.0,2583.0,-4371.0,-1917.0
left,pad_DL4_8_i,DL4,23,18,DL4_8_i,16,8,DL4_8_i,p_pad_DL4_8_i,1411.0,2583.0,-4089.0,-1917.0
left,pad_DL4_tkn_o,DL4,24,19,DL4_tkn_o,17,3,DL4_tkn_o,p_pad_DL4_tkn_o,706.0,2725.0,-4794.0,-1775.0
left,pad_DL4_VZZ_2,DL4,25,-,DL4_VZZ_2,17,1,VSS,VSSIO,424.0,2725.0,-5076.0,-1775.0
left,pad_DL4_10_o,DL4,26,20,DL4_10_o,17,5,DL4_10_o,p_pad_DL4_10_o,988.0,2725.0,-4512.0,-1775.0
left,pad_DL4_9_i,DL4,27,21,DL4_9_i,17,7,DL4_9_i,p_pad_DL4_9_i,1270.0,2725.0,-4230.0,-1775.0
left,pad_DL4_clk_o,DL4,28,22,DL4_clk_o,18,2,DL4_clk_o,p_pad_DL4_clk_o,565.0,2867.0,-4935.0,-1633.0
left,pad_DL4_V18_3,DL4,29,-,DL4_V18_3,18,0,V18,VDDIO,283.0,2867.0,-5217.0,-1633.0
left,pad_DL4_VSS_stable_0,DL4,30,23,DL4_VSS_stable_0,18,4,VSS_stable,VSS_stable,847.0,2867.0,-4653.0,-1633.0
left,pad_DL4_clk_i,DL4,31,24,DL4_clk_i,18,6,DL4_clk_i,p_pad_DL4_clk_i,1129.0,2867.0,-4371.0,-1633.0
left,pad_DL4_VDD_stable_0,DL4,32,25,DL4_VDD_stable_0,18,8,VDD_stable,VDD_stable,1411.0,2867.0,-4089.0,-1633.0
left,pad_DL4_VZZ_3,DL4,33,-,DL4_VZZ_3,19,1,VSS,VSSIO,424.0,3009.0,-5076.0,-1491.0
left,pad_DL4_VSS_stable_1,DL4,34,26,DL4_VSS_stable_1,19,3,VSS_stable,VSS_stable,706.0,3009.0,-4794.0,-1491.0
left,pad_DL4_tkn_i,DL4,35,27,DL4_tkn_i,19,5,DL4_tkn_i,p_pad_DL4_tkn_i,988.0,3009.0,-4512.0,-1491.0
left,pad_DL4_VSS_stable_2,DL4,36,28,DL4_VSS_stable_2,19,7,VSS_stable,VSS_stable,1270.0,3009.0,-4230.0,-1491.0
left,pad_DL4_v_o,DL4,37,29,DL4_v_o,20,2,DL4_v_o,p_pad_DL4_v_o,565.0,3151.0,-4935.0,-1349.0
left,pad_DL4_V18_4,DL4,38,-,DL4_V18_4,20,0,V18,VDDIO,283.0,3151.0,-5217.0,-1349.0
left,pad_DL4_11_o,DL4,39,30,DL4_11_o,20,4,DL4_11_o,p_pad_DL4_11_o,847.0,3151.0,-4653.0,-1349.0
left,pad_DL4_v_i,DL4,40,31,DL4_v_i,20,6,DL4_v_i,p_pad_DL4_v_i,1129.0,3151.0,-4371.0,-1349.0
left,pad_DL4_extra_i,DL4,41,32,DL4_extra_i,20,8,DL4_extra_i,p_pad_DL4_extra_i,1411.0,3151.0,-4089.0,-1349.0
left,pad_DL4_12_o,DL4,42,33,DL4_12_o,21,3,DL4_12_o,p_pad_DL4_12_o,706.0,3293.0,-4794.0,-1207.0
left,pad_DL4_VZZ_4,DL4,43,-,DL4_VZZ_4,21,1,VSS,VSSIO,424.0,3293.0,-5076.0,-1207.0
left,pad_DL4_12_i,DL4,44,34,DL4_12_i,21,5,DL4_12_i,p_pad_DL4_12_i,988.0,3293.0,-4512.0,-1207.0
left,pad_DL4_11_i,DL4,45,35,DL4_11_i,21,7,DL4_11_i,p_pad_DL4_11_i,1270.0,3293.0,-4230.0,-1207.0
left,pad_DL4_10_i,DL4,46,36,DL4_10_i,21,9,DL4_10_i,p_pad_DL4_10_i,1552.0,3293.0,-3948.0,-1207.0
left,pad_DL4_13_o,DL4,47,37,DL4_13_o,22,2,DL4_13_o,p_pad_DL4_13_o,565.0,3435.0,-4935.0,-1065.0
left,pad_DL4_V18_5,DL4,48,-,DL4_V18_5,22,0,V18,VDDIO,283.0,3435.0,-5217.0,-1065.0
left,pad_DL4_14_o,DL4,49,38,DL4_14_o,22,4,DL4_14_o,p_pad_DL4_14_o,847.0,3435.0,-4653.0,-1065.0
left,pad_DL4_13_i,DL4,50,39,DL4_13_i,22,6,DL4_13_i,p_pad_DL4_13_i,1129.0,3435.0,-4371.0,-1065.0
left,pad_DL4_14_i,DL4,51,40,DL4_14_i,22,8,DL4_14_i,p_pad_DL4_14_i,1411.0,3435.0,-4089.0,-1065.0
left,pad_DL4_15_o,DL4,52,41,DL4_15_o,23,3,DL4_15_o,p_pad_DL4_15_o,706.0,3577.0,-4794.0,-923.0
left,pad_DL4_VZZ_5,DL4,53,-,DL4_VZZ_5,23,1,VSS,VSSIO,424.0,3577.0,-5076.0,-923.0
left,pad_DL4_extra_o,DL4,54,42,DL4_extra_o,23,5,DL4_extra_o,p_pad_DL4_extra_o,988.0,3577.0,-4512.0,-923.0
left,pad_DL4_15_i,DL4,55,43,DL4_15_i,23,7,DL4_15_i,p_pad_DL4_15_i,1270.0,3577.0,-4230.0,-923.0
left,pad_DL3_0_o,DL3,0,0,DL3_0_o,24,2,DL3_0_o,p_pad_DL3_0_o,565.0,3719.0,-4935.0,-781.0
left,pad_DL3_V18_0,DL3,1,-,DL3_V18_0,24,0,V18,VDDIO,283.0,3719.0,-5217.0,-781.0
left,pad_DL3_1_o,DL3,2,1,DL3_1_o,24,4,DL3_1_o,p_pad_DL3_1_o,847.0,3719.0,-4653.0,-781.0
left,pad_DL3_0_i,DL3,3,2,DL3_0_i,24,6,DL3_0_i,p_pad_DL3_0_i,1129.0,3719.0,-4371.0,-781.0
left,pad_DL3_1_i,DL3,4,3,DL3_1_i,24,8,DL3_1_i,p_pad_DL3_1_i,1411.0,3719.0,-4089.0,-781.0
left,pad_DL3_3_o,DL3,5,4,DL3_3_o,25,3,DL3_3_o,p_pad_DL3_3_o,706.0,3861.0,-4794.0,-639.0
left,pad_DL3_VZZ_0,DL3,6,-,DL3_VZZ_0,25,1,VSS,VSSIO,424.0,3861.0,-5076.0,-639.0
left,pad_DL3_2_o,DL3,7,5,DL3_2_o,25,5,DL3_2_o,p_pad_DL3_2_o,988.0,3861.0,-4512.0,-639.0
left,pad_DL3_2_i,DL3,8,6,DL3_2_i,25,7,DL3_2_i,p_pad_DL3_2_i,1270.0,3861.0,-4230.0,-639.0
left,pad_DL3_4_o,DL3,9,7,DL3_4_o,26,2,DL3_4_o,p_pad_DL3_4_o,565.0,4003.0,-4935.0,-497.0
left,pad_DL3_V18_1,DL3,10,-,DL3_V18_1,26,0,V18,VDDIO,283.0,4003.0,-5217.0,-497.0
left,pad_DL3_5_o,DL3,11,8,DL3_5_o,26,4,DL3_5_o,p_pad_DL3_5_o,847.0,4003.0,-4653.0,-497.0
left,pad_DL3_3_i,DL3,12,9,DL3_3_i,26,6,DL3_3_i,p_pad_DL3_3_i,1129.0,4003.0,-4371.0,-497.0
left,pad_DL3_4_i,DL3,13,10,DL3_4_i,26,8,DL3_4_i,p_pad_DL3_4_i,1411.0,4003.0,-4089.0,-497.0
left,pad_DL3_7_o,DL3,14,11,DL3_7_o,27,3,DL3_7_o,p_pad_DL3_7_o,706.0,4145.0,-4794.0,-355.0
left,pad_DL3_VZZ_1,DL3,15,-,DL3_VZZ_1,27,1,VSS,VSSIO,424.0,4145.0,-5076.0,-355.0
left,pad_DL3_6_o,DL3,16,12,DL3_6_o,27,5,DL3_6_o,p_pad_DL3_6_o,988.0,4145.0,-4512.0,-355.0
left,pad_DL3_6_i,DL3,17,13,DL3_6_i,27,7,DL3_6_i,p_pad_DL3_6_i,1270.0,4145.0,-4230.0,-355.0
left,pad_DL3_5_i,DL3,18,14,DL3_5_i,27,9,DL3_5_i,p_pad_DL3_5_i,1552.0,4145.0,-3948.0,-355.0
left,pad_DL3_9_o,DL3,19,15,DL3_9_o,28,2,DL3_9_o,p_pad_DL3_9_o,565.0,4287.0,-4935.0,-213.0
left,pad_DL3_V18_2,DL3,20,-,DL3_V18_2,28,0,V18,VDDIO,283.0,4287.0,-5217.0,-213.0
left,pad_DL3_8_o,DL3,21,16,DL3_8_o,28,4,DL3_8_o,p_pad_DL3_8_o,847.0,4287.0,-4653.0,-213.0
left,pad_DL3_7_i,DL3,22,17,DL3_7_i,28,6,DL3_7_i,p_pad_DL3_7_i,1129.0,4287.0,-4371.0,-213.0
left,pad_DL3_8_i,DL3,23,18,DL3_8_i,28,8,DL3_8_i,p_pad_DL3_8_i,1411.0,4287.0,-4089.0,-213.0
left,pad_DL3_tkn_o,DL3,24,19,DL3_tkn_o,29,3,DL3_tkn_o,p_pad_DL3_tkn_o,706.0,4429.0,-4794.0,-71.0
left,pad_DL3_VZZ_2,DL3,25,-,DL3_VZZ_2,29,1,VSS,VSSIO,424.0,4429.0,-5076.0,-71.0
left,pad_DL3_10_o,DL3,26,20,DL3_10_o,29,5,DL3_10_o,p_pad_DL3_10_o,988.0,4429.0,-4512.0,-71.0
left,pad_DL3_9_i,DL3,27,21,DL3_9_i,29,7,DL3_9_i,p_pad_DL3_9_i,1270.0,4429.0,-4230.0,-71.0
left,pad_DL3_clk_o,DL3,28,22,DL3_clk_o,30,2,DL3_clk_o,p_pad_DL3_clk_o,565.0,4571.0,-4935.0,71.0
left,pad_DL3_V18_3,DL3,29,-,DL3_V18_3,30,0,V18,VDDIO,283.0,4571.0,-5217.0,71.0
left,pad_DL3_VSS_stable_0,DL3,30,23,DL3_VSS_stable_0,30,4,VSS_stable,VSS_stable,847.0,4571.0,-4653.0,71.0
left,pad_DL3_clk_i,DL3,31,24,DL3_clk_i,30,6,DL3_clk_i,p_pad_DL3_clk_i,1129.0,4571.0,-4371.0,71.0
left,pad_DL3_VDD_stable_0,DL3,32,25,DL3_VDD_stable_0,30,8,VDD_stable,VDD_stable,1411.0,4571.0,-4089.0,71.0
left,pad_DL3_VZZ_3,DL3,33,-,DL3_VZZ_3,31,1,VSS,VSSIO,424.0,4713.0,-5076.0,213.0
left,pad_DL3_VSS_stable_1,DL3,34,26,DL3_VSS_stable_1,31,3,VSS_stable,VSS_stable,706.0,4713.0,-4794.0,213.0
left,pad_DL3_tkn_i,DL3,35,27,DL3_tkn_i,31,5,DL3_tkn_i,p_pad_DL3_tkn_i,988.0,4713.0,-4512.0,213.0
left,pad_DL3_VSS_stable_2,DL3,36,28,DL3_VSS_stable_2,31,7,VSS_stable,VSS_stable,1270.0,4713.0,-4230.0,213.0
left,pad_DL3_v_o,DL3,37,29,DL3_v_o,32,2,DL3_v_o,p_pad_DL3_v_o,565.0,4855.0,-4935.0,355.0
left,pad_DL3_V18_4,DL3,38,-,DL3_V18_4,32,0,V18,VDDIO,283.0,4855.0,-5217.0,355.0
left,pad_DL3_11_o,DL3,39,30,DL3_11_o,32,4,DL3_11_o,p_pad_DL3_11_o,847.0,4855.0,-4653.0,355.0
left,pad_DL3_v_i,DL3,40,31,DL3_v_i,32,6,DL3_v_i,p_pad_DL3_v_i,1129.0,4855.0,-4371.0,355.0
left,pad_DL3_extra_i,DL3,41,32,DL3_extra_i,32,8,DL3_extra_i,p_pad_DL3_extra_i,1411.0,4855.0,-4089.0,355.0
left,pad_DL3_12_o,DL3,42,33,DL3_12_o,33,3,DL3_12_o,p_pad_DL3_12_o,706.0,4997.0,-4794.0,497.0
left,pad_DL3_VZZ_4,DL3,43,-,DL3_VZZ_4,33,1,VSS,VSSIO,424.0,4997.0,-5076.0,497.0
left,pad_DL3_12_i,DL3,44,34,DL3_12_i,33,5,DL3_12_i,p_pad_DL3_12_i,988.0,4997.0,-4512.0,497.0
left,pad_DL3_11_i,DL3,45,35,DL3_11_i,33,7,DL3_11_i,p_pad_DL3_11_i,1270.0,4997.0,-4230.0,497.0
left,pad_DL3_10_i,DL3,46,36,DL3_10_i,33,9,DL3_10_i,p_pad_DL3_10_i,1552.0,4997.0,-3948.0,497.0
left,pad_DL3_13_o,DL3,47,37,DL3_13_o,34,2,DL3_13_o,p_pad_DL3_13_o,565.0,5139.0,-4935.0,639.0
left,pad_DL3_V18_5,DL3,48,-,DL3_V18_5,34,0,V18,VDDIO,283.0,5139.0,-5217.0,639.0
left,pad_DL3_14_o,DL3,49,38,DL3_14_o,34,4,DL3_14_o,p_pad_DL3_14_o,847.0,5139.0,-4653.0,639.0
left,pad_DL3_13_i,DL3,50,39,DL3_13_i,34,6,DL3_13_i,p_pad_DL3_13_i,1129.0,5139.0,-4371.0,639.0
left,pad_DL3_14_i,DL3,51,40,DL3_14_i,34,8,DL3_14_i,p_pad_DL3_14_i,1411.0,5139.0,-4089.0,639.0
left,pad_DL3_15_o,DL3,52,41,DL3_15_o,35,3,DL3_15_o,p_pad_DL3_15_o,706.0,5281.0,-4794.0,781.0
left,pad_DL3_VZZ_5,DL3,53,-,DL3_VZZ_5,35,1,VSS,VSSIO,424.0,5281.0,-5076.0,781.0
left,pad_DL3_extra_o,DL3,54,42,DL3_extra_o,35,5,DL3_extra_o,p_pad_DL3_extra_o,988.0,5281.0,-4512.0,781.0
left,pad_DL3_15_i,DL3,55,43,DL3_15_i,35,7,DL3_15_i,p_pad_DL3_15_i,1270.0,5281.0,-4230.0,781.0
left,pad_DL2_0_o,DL2,0,0,DL2_0_o,36,2,DL2_0_o,p_pad_DL2_0_o,565.0,5423.0,-4935.0,923.0
left,pad_DL2_V18_0,DL2,1,-,DL2_V18_0,36,0,V18,VDDIO,283.0,5423.0,-5217.0,923.0
left,pad_DL2_1_o,DL2,2,1,DL2_1_o,36,4,DL2_1_o,p_pad_DL2_1_o,847.0,5423.0,-4653.0,923.0
left,pad_DL2_0_i,DL2,3,2,DL2_0_i,36,6,DL2_0_i,p_pad_DL2_0_i,1129.0,5423.0,-4371.0,923.0
left,pad_DL2_1_i,DL2,4,3,DL2_1_i,36,8,DL2_1_i,p_pad_DL2_1_i,1411.0,5423.0,-4089.0,923.0
left,pad_DL2_3_o,DL2,5,4,DL2_3_o,37,3,DL2_3_o,p_pad_DL2_3_o,706.0,5565.0,-4794.0,1065.0
left,pad_DL2_VZZ_0,DL2,6,-,DL2_VZZ_0,37,1,VSS,VSSIO,424.0,5565.0,-5076.0,1065.0
left,pad_DL2_2_o,DL2,7,5,DL2_2_o,37,5,DL2_2_o,p_pad_DL2_2_o,988.0,5565.0,-4512.0,1065.0
left,pad_DL2_2_i,DL2,8,6,DL2_2_i,37,7,DL2_2_i,p_pad_DL2_2_i,1270.0,5565.0,-4230.0,1065.0
left,pad_DL2_4_o,DL2,9,7,DL2_4_o,38,2,DL2_4_o,p_pad_DL2_4_o,565.0,5707.0,-4935.0,1207.0
left,pad_DL2_V18_1,DL2,10,-,DL2_V18_1,38,0,V18,VDDIO,283.0,5707.0,-5217.0,1207.0
left,pad_DL2_5_o,DL2,11,8,DL2_5_o,38,4,DL2_5_o,p_pad_DL2_5_o,847.0,5707.0,-4653.0,1207.0
left,pad_DL2_3_i,DL2,12,9,DL2_3_i,38,6,DL2_3_i,p_pad_DL2_3_i,1129.0,5707.0,-4371.0,1207.0
left,pad_DL2_4_i,DL2,13,10,DL2_4_i,38,8,DL2_4_i,p_pad_DL2_4_i,1411.0,5707.0,-4089.0,1207.0
left,pad_DL2_7_o,DL2,14,11,DL2_7_o,39,3,DL2_7_o,p_pad_DL2_7_o,706.0,5849.0,-4794.0,1349.0
left,pad_DL2_VZZ_1,DL2,15,-,DL2_VZZ_1,39,1,VSS,VSSIO,424.0,5849.0,-5076.0,1349.0
left,pad_DL2_6_o,DL2,16,12,DL2_6_o,39,5,DL2_6_o,p_pad_DL2_6_o,988.0,5849.0,-4512.0,1349.0
left,pad_DL2_6_i,DL2,17,13,DL2_6_i,39,7,DL2_6_i,p_pad_DL2_6_i,1270.0,5849.0,-4230.0,1349.0
left,pad_DL2_5_i,DL2,18,14,DL2_5_i,39,9,DL2_5_i,p_pad_DL2_5_i,1552.0,5849.0,-3948.0,1349.0
